New Account No,Opportunity ID,New Opportunity Name,Est Completion Month ID,Product Category,Opportunity Stage,Est Opportunity Value
362122108,8-EBBX636,Phase - 6: Improve reporting and transparency,120,Services,Stage - 5,4095.0041
362158108,7-EBBX709,Phase - 5: Increase community outreach,111,Project,Stage - 0,4095.0041
363139109,9-C62E681,Phase - 5: Optimize control framework,109,Services,Stage - 3,2500
365121111,5-HYDJ945,Phase - 1: Improve technical and analytical skills,113,Support,Stage - 2,1000
366112112,5-TYFX789,Phase - 7: Improve a certain skill,112,Labour,Stage - 3,1000
366116112,7-QNCO742,Phase - 5: Create a performance-focused culture,116,Project,Stage - 4,3000
366124112,6-4LK6841,Phase - 4: Improve productivity with cross-functional teams,109,Services,Stage - 5,10920.0109
366144112,8-4LK6652,Phase - 6: Invest in tools to make staff more productive,116,Support,Stage - 2,54600.0546
366154112,9-PTHD774,Phase - 4: Improve employee retention,120,Labour,Stage - 0,1000
367138113,5-UHJP871,Phase - 7: Attract and retain the best people,114,Project,Stage - 0,5000
367144113,6-FSTH916,Phase - 6: Build high-performing teams,118,Services,Stage - 4,0
367162113,9-FSTH596,Phase - 6: Maintain alignment across the organization,110,Support,Stage - 0,2000
368134114,7-OPLV797,Phase - 6: Develop leadership abilities and potential of the team,112,Labour,Stage - 3,2730.0027
368135114,7-YJA3693,Phase - 5: Grow shareholder value,116,Project,Stage - 4,-2000
370134116,9-YJA3966,Phase - 6: Grow earnings per share,117,Labour,Stage - 2,200
371122117,6-A2LB817,Phase - 1: Increase revenue,110,Project,Stage - 3,3000
371142117,8-R32X609,Phase - 7: Manage cost,114,Services,Stage - 2,1000
372156118,9-UEP7576,Phase - 7: Maintain appropriate financial leverage,109,Labour,Stage - 5,1500
373113119,5-6IFC856,Phase - 5: Ensure favorable bond ratings,110,Project,Stage - 5,750
373138119,6-JGLM582,Phase - 5: Balance the budget,111,Services,Stage - 1,200
374151120,7-NBZ6844,Phase - 2: Ensure financial sustainability,115,Project,Stage - 5,6825.0068
374152120,9-5ULG654,Phase - 7: Maintain profitability,119,Services,Stage - 0,6000
375156121,9-5ULG908,Phase - 3: Diversify and grow revenue streams,117,Support,Stage - 5,6000
375178121,9-FSTE919,Phase - 7: Best value for the cost,115,Labour,Stage - 5,2000
376129122,9-74TT574,Phase - 5: Broad product offering,113,Project,Stage - 5,5000
377144123,8-KIK5715,Phase - 6: Reliable products/services,118,Project,Stage - 3,1000
378123124,6-UQFR706,Phase - 3: Cross-sell more products,117,Services,Stage - 0,2500
379142125,5-UQFR975,Phase - 7: Increase share of market,120,Project,Stage - 4,0
379175125,9-UQFR740,Phase - 7: Increase share of wallet,112,Services,Stage - 1,0
381153127,7-UQPZ695,Phase - 3: Partner with customers to provide solutions,115,Project,Stage - 1,1000
382117128,5-KJVR982,Phase - 2: Best service,112,Services,Stage - 2,1000
382126128,8-O7NW893,Phase - 1: Understands my needs,113,Project,Stage - 0,4368.0044
382141128,9-TAKS948,Phase - 6: Most innovative products/services,111,Services,Stage - 1,10000
383113129,7-HTLF929,Phase - 4: Differentiate the product,114,Services,Stage - 2,35000
383175129,5-ZEZI772,Phase - 6: Invest a certain amount in innovation,112,Support,Stage - 0,1000
384173130,7-6BSC547,Phase - 6: Grow percentage of sales from new products,120,Labour,Stage - 5,1000
386125132,7-ATAT740,Phase - 2: Improve or focus research and development (R&D),119,Project,Stage - 0,68.2501
387155133,9-J4FE952,Phase - 5: Acquire new customers from innovative offerings,112,Services,Stage - 1,1000
38717133,5-JU4J616,Phase - 5: Great customer service,116,Support,Stage - 0,1000
39011136,7-T5WL629,Phase - 3: Improve customer service,120,Labour,Stage - 1,3000
392117138,5-F2YQ834,Phase - 3: Invest in customer management,116,Project,Stage - 1,2730.0027
392129138,5-GWZ5896,Phase - 5: Partner with customers to design solutions,114,Services,Stage - 3,2730.0027
392131138,7-ACVV600,Phase - 2: Improve customer satisfaction,109,Support,Stage - 0,1000
393155139,9-6U3G706,Phase - 1: Improve customer retention,119,Labour,Stage - 2,6825.0068
394141140,9-NKMA771,Phase - 2: Develop and use a customer database,113,Project,Stage - 4,1000
394154140,5-NAR3600,Phase - 5: Reduce cost by a certain amount annually,118,Labour,Stage - 2,1200
395112141,9-ETQE763,Phase - 1: Reduce waste by a certain amount,114,Project,Stage - 2,3000
396114142,9-YTDW593,Phase - 4: Invest in Total Quality Management,120,Services,Stage - 0,300
396139142,6-YTDW899,Phase - 1: Reduce error rates,117,Labour,Stage - 5,200
396147142,7-6VUO740,Phase - 7: Improve and maintain workplace safety,111,Project,Stage - 2,682.5007
398155144,9-DLLY590,Phase - 5: Reduce energy usage per unit of production,118,Services,Stage - 4,3000
399112145,6-EBBS921,Phase - 6: Capitalize on physical facilities,115,Project,Stage - 1,5000
40015146,7-ZO2Q573,Phase - 7: Streamline core business processes,112,Services,Stage - 4,6825.0068
402155148,7-YNHN889,Phase - 4: Increase reliability of operations,115,Support,Stage - 4,1000
403165149,6-K2XR693,Phase - 2: Ensure compliance,115,Labour,Stage - 0,1365.0014
405131151,6-V4DU957,Phase - 2: Increase recycling,120,Project,Stage - 3,2730.0027
405159151,7-V4DU588,Phase - 3: Improve reporting and transparency,110,Project,Stage - 0,-2730.0027
406112152,7-SI53992,Phase - 2: Increase community outreach,111,Services,Stage - 1,10000
406148152,6-V77M950,Phase - 6: Optimize control framework,119,Project,Stage - 4,9555.0096
409113155,6-UYJZ617,Phase - 2: Improve technical and analytical skills,110,Services,Stage - 4,1000
409135155,7-CWLQ835,Phase - 6: Improve a certain skill,110,Project,Stage - 2,2730.0027
41011156,9-CWLQ606,Phase - 7: Create a performance-focused culture,111,Services,Stage - 0,6825.0068
410139156,7-PPYA868,Phase - 4: Improve productivity with cross-functional teams,112,Project,Stage - 5,13650.0137
410151156,7-WVIJ679,Phase - 2: Invest in tools to make staff more productive,111,Services,Stage - 0,1000
411151157,6-HRBX920,Phase - 6: Improve employee retention,113,Support,Stage - 2,5000
412157158,6-QS44658,Phase - 7: Attract and retain the best people,110,Labour,Stage - 0,5000
412171158,6-QS44726,Phase - 3: Build high-performing teams,118,Project,Stage - 2,0
41313159,9-QS44708,Phase - 2: Maintain alignment across the organization,120,Labour,Stage - 5,2000
414112160,7-6TZ2926,Phase - 6: Develop leadership abilities and potential of the team,117,Project,Stage - 5,5000
415171161,8-6TZ2912,Phase - 5: Grow shareholder value,118,Services,Stage - 3,2000
419146165,8-6TZ2640,Phase - 3: Grow earnings per share,110,Labour,Stage - 1,0
420177166,9-AL22957,Phase - 1: Increase revenue,119,Project,Stage - 0,1000
421111167,9-WOHD751,Phase - 6: Manage cost,111,Services,Stage - 2,600
421125167,9-WOHD582,Phase - 2: Maintain appropriate financial leverage,113,Project,Stage - 0,1500
422127168,6-RG2A774,Phase - 1: Ensure favorable bond ratings,113,Services,Stage - 1,2000
422161168,7-ZPM2869,Phase - 6: Balance the budget,119,Support,Stage - 5,4095.0041
423119169,9-IOQT571,Phase - 4: Ensure financial sustainability,111,Labour,Stage - 3,10000
425147171,9-75BS928,Phase - 3: Maintain profitability,119,Project,Stage - 5,1000
427131173,5-75BS784,Phase - 5: Diversify and grow revenue streams,130,Project,Stage - 0,7000
427155173,9-H2H6706,Phase - 3: Best value for the cost,129,Services,Stage - 0,5000
428112174,5-KZ6D724,Phase - 1: Broad product offering,108,Project,Stage - 2,1000
428152174,6-77SP612,Phase - 3: Reliable products/services,97,Services,Stage - 3,1365.0014
429145175,8-77SP794,Phase - 3: Cross-sell more products,119,Project,Stage - 0,3412.5034
430139176,8-V2D5913,Phase - 2: Increase share of market,125,Services,Stage - 3,6825.0068
430155176,8-KDY2824,Phase - 6: Increase share of wallet,138,Project,Stage - 2,27300.0273
433127179,9-KDY2914,Phase - 3: Partner with customers to provide solutions,136,Services,Stage - 4,8190.0082
43315179,5-LDQH722,Phase - 1: Best service,129,Support,Stage - 1,600.0024
436136182,9-LDQH733,Phase - 5: Understands my needs,126,Labour,Stage - 5,3600.0144
437152183,5-O7LI928,Phase - 4: Most innovative products/services,128,Project,Stage - 5,5460.0055
43815184,8-DRHJ774,Phase - 5: Differentiate the product,94,Labour,Stage - 1,5000
439117185,5-L3XZ642,Phase - 2: Invest a certain amount in innovation,109,Project,Stage - 2,2000
439122185,8-KJ37938,Phase - 3: Grow percentage of sales from new products,96,Services,Stage - 5,5000
440127186,8-TRAY994,Phase - 1: Improve or focus research and development (R&D),133,Labour,Stage - 0,1000
441125187,5-GXLW597,Phase - 7: Acquire new customers from innovative offerings,121,Project,Stage - 4,30000
442115188,7-FOCP884,Phase - 1: Great customer service,130,Services,Stage - 2,2047.502
442158188,5-OMH2774,Phase - 5: Improve customer service,107,Project,Stage - 5,6825.0068
443124189,8-OMH2914,Phase - 6: Invest in customer management,95,Services,Stage - 0,20475.0205
445121191,5-QDOC939,Phase - 4: Partner with customers to design solutions,128,Support,Stage - 2,4095.0041
445161191,6-QDOC570,Phase - 1: Improve customer satisfaction,111,Labour,Stage - 4,27300.0273
446111192,9-H3HW835,Phase - 1: Improve customer retention,116,Project,Stage - 2,1000
446145192,5-DSDW649,Phase - 2: Develop and use a customer database,140,Project,Stage - 1,6825.0068
446155192,8-RY5Q681,Phase - 2: Reduce cost by a certain amount annually,139,Services,Stage - 2,6825.0068
447119193,8-F6TH875,Phase - 6: Reduce waste by a certain amount,129,Project,Stage - 1,5000
449152195,7-NZ4M959,Phase - 4: Invest in Total Quality Management,138,Project,Stage - 5,2000
450122196,6-TLJF800,Phase - 3: Reduce error rates,117,Project,Stage - 4,6825.0068
450136196,8-DVW6550,Phase - 4: Improve and maintain workplace safety,105,Services,Stage - 5,6000
450167196,9-5S5M687,Phase - 2: Reduce energy usage per unit of production,109,Project,Stage - 4,5000
45113197,9-Y4RA733,Phase - 5: Capitalize on physical facilities,136,Services,Stage - 1,1000
451135197,8-T463936,Phase - 5: Streamline core business processes,101,Project,Stage - 5,6825.0068
451172197,8-T463935,Phase - 6: Increase reliability of operations,137,Services,Stage - 0,4777.5048
453121199,9-ARFX779,Phase - 3: Ensure compliance,119,Project,Stage - 4,1000
45315199,7-72LB594,Phase - 1: Increase recycling,114,Services,Stage - 4,0
45413200,6-KR6H619,Phase - 5: Improve reporting and transparency,95,Support,Stage - 5,5000
455164201,7-MYUI892,Phase - 4: Increase community outreach,140,Labour,Stage - 0,3412.5034
456163202,9-4HNK983,Phase - 1: Optimize control framework,94,Project,Stage - 2,700.0007
457158203,6-4HNK885,Phase - 5: Improve technical and analytical skills,111,Labour,Stage - 2,140.0001
458117204,8-4KSW588,Phase - 3: Improve a certain skill,120,Project,Stage - 3,1000
459128205,8-KEL7865,Phase - 2: Create a performance-focused culture,139,Services,Stage - 0,1500
459156205,7-MIDT867,Phase - 4: Improve productivity with cross-functional teams,123,Labour,Stage - 2,30000
460161206,6-MIDT653,Phase - 5: Invest in tools to make staff more productive,121,Project,Stage - 0,50000
460178206,9-7U5N934,Phase - 3: Improve employee retention,106,Services,Stage - 4,5000
462116208,8-BRIA977,Phase - 7: Attract and retain the best people,104,Project,Stage - 2,1000
464155210,7-BRIA905,Phase - 2: Build high-performing teams,137,Services,Stage - 3,4000
46417210,5-BRIA726,Phase - 7: Maintain alignment across the organization,115,Support,Stage - 3,3000
465112211,7-6DB5733,Phase - 1: Develop leadership abilities and potential of the team,97,Labour,Stage - 2,1000
465128211,7-6DB5562,Phase - 4: Grow shareholder value,93,Project,Stage - 0,3000
465149211,7-6DB5861,Phase - 2: Grow earnings per share,97,Project,Stage - 4,3000
467136213,5-TG2W619,Phase - 2: Increase revenue,120,Services,Stage - 4,2047.502
468131214,6-TG2W812,Phase - 3: Manage cost,132,Project,Stage - 1,2047.502
46816214,9-TG2W905,Phase - 4: Maintain appropriate financial leverage,120,Services,Stage - 1,2047.502
469142215,9-S3DX695,Phase - 7: Ensure favorable bond ratings,112,Support,Stage - 2,4000
47112217,9-S3DX918,Phase - 5: Balance the budget,107,Labour,Stage - 0,3500
472117218,8-S3DX734,Phase - 5: Ensure financial sustainability,138,Project,Stage - 4,4000
474127220,5-B3NV612,Phase - 4: Maintain profitability,116,Services,Stage - 5,10000
474158220,8-WRXH866,Phase - 1: Diversify and grow revenue streams,118,Support,Stage - 1,2000
475149221,9-QXH6779,Phase - 2: Best value for the cost,114,Labour,Stage - 4,1000
476116222,6-RXG4594,Phase - 4: Broad product offering,130,Project,Stage - 1,1000
476142222,5-RXG4884,Phase - 6: Reliable products/services,110,Services,Stage - 3,3000
476155222,5-RXG4640,Phase - 3: Cross-sell more products,117,Support,Stage - 1,10000
478131224,9-RXG4858,Phase - 1: Increase share of market,122,Labour,Stage - 1,5000
480131226,5-RXG4932,Phase - 4: Increase share of wallet,104,Project,Stage - 1,1000
480141226,5-IP5O789,Phase - 5: Partner with customers to provide solutions,96,Labour,Stage - 0,1000
480169226,7-UZNJ809,Phase - 7: Best service,117,Project,Stage - 4,2000
482136228,6-DRYW636,Phase - 5: Understands my needs,96,Services,Stage - 3,1000
484111230,5-Z6GW703,Phase - 7: Most innovative products/services,128,Labour,Stage - 2,10000
485128231,7-QQB2823,Phase - 4: Differentiate the product,93,Project,Stage - 5,1000
489155235,6-PILT931,Phase - 7: Invest a certain amount in innovation,111,Services,Stage - 2,5000
495155241,9-QMOF844,Phase - 1: Grow percentage of sales from new products,138,Project,Stage - 5,5000
496163242,6-EYYF601,Phase - 7: Improve or focus research and development (R&D),112,Services,Stage - 1,1365.0014
497147243,6-PSWO661,Phase - 4: Acquire new customers from innovative offerings,110,Support,Stage - 5,1365.0014
497164243,9-PSWO975,Phase - 6: Great customer service,105,Labour,Stage - 3,13650.0137
498171244,8-PSWO971,Phase - 6: Improve customer service,108,Project,Stage - 5,2730.0027
501127247,8-PSWO767,Phase - 1: Invest in customer management,134,Project,Stage - 5,2730.0027
502113248,9-TB5L730,Phase - 7: Partner with customers to design solutions,136,Services,Stage - 1,1638.0016
503119249,9-5ZC5772,Phase - 4: Improve customer satisfaction,110,Project,Stage - 2,2730.0027
506127252,8-DVZA646,Phase - 5: Improve customer retention,139,Services,Stage - 3,2730.0027
508126254,5-SBVG797,Phase - 6: Develop and use a customer database,125,Project,Stage - 3,6825.0068
509149255,8-HTUY999,Phase - 5: Reduce cost by a certain amount annually,95,Services,Stage - 4,1000
51115257,9-TFTU772,Phase - 6: Reduce waste by a certain amount,106,Project,Stage - 4,1000
51116257,6-YCO6620,Phase - 3: Invest in Total Quality Management,115,Services,Stage - 3,1000
512139258,9-5J6E934,Phase - 5: Reduce error rates,128,Services,Stage - 2,13650.0137
513176259,5-5J6E777,Phase - 7: Improve and maintain workplace safety,132,Support,Stage - 4,13650.0137
514115260,8-XZVM672,Phase - 7: Reduce energy usage per unit of production,93,Labour,Stage - 5,1365.0014
514149260,5-IMCP814,Phase - 7: Capitalize on physical facilities,93,Project,Stage - 2,2730.0027
514164260,7-IBRO654,Phase - 6: Streamline core business processes,127,Services,Stage - 4,13650.0137
515135261,5-IBRO745,Phase - 5: Increase reliability of operations,112,Support,Stage - 1,5460.0055
516156262,5-ZBAA813,Phase - 2: Ensure compliance,104,Labour,Stage - 5,1365.0014
517112263,9-ZBAA923,Phase - 5: Increase recycling,96,Project,Stage - 2,1365.0014
517114263,8-TZOZ968,Phase - 1: Improve reporting and transparency,136,Services,Stage - 1,2000
517152263,5-UP6F727,Phase - 1: Increase community outreach,124,Support,Stage - 0,2000
51812264,7-KYYO787,Phase - 1: Optimize control framework,122,Labour,Stage - 4,1365.0014
521121267,7-T4UM811,Phase - 3: Improve technical and analytical skills,97,Project,Stage - 4,5000
522155268,8-VDMZ933,Phase - 4: Improve a certain skill,101,Labour,Stage - 0,1000
522175268,7-33BS846,Phase - 1: Create a performance-focused culture,138,Project,Stage - 1,4000
524131270,6-PDNK885,Phase - 3: Improve productivity with cross-functional teams,128,Services,Stage - 5,2000
52712273,7-U5EW593,Phase - 3: Invest in tools to make staff more productive,121,Labour,Stage - 5,1000
527137273,9-BMV5711,Phase - 4: Improve employee retention,98,Project,Stage - 3,1000
529149275,9-HASM921,Phase - 1: Attract and retain the best people,133,Services,Stage - 1,682.5007
530111276,8-HFST879,Phase - 1: Build high-performing teams,93,Project,Stage - 1,4000
530115276,8-KEI5896,Phase - 2: Maintain alignment across the organization,119,Services,Stage - 3,5000
532113278,5-KEI5792,Phase - 5: Develop leadership abilities and potential of the team,93,Support,Stage - 1,50000
533115279,8-XPJT814,Phase - 3: Grow shareholder value,104,Labour,Stage - 3,250
533158279,6-LWA6877,Phase - 6: Grow earnings per share,120,Project,Stage - 2,3000
53411280,5-OOPP664,Phase - 2: Increase revenue,117,Project,Stage - 1,1000
534119280,5-K65P641,Phase - 2: Manage cost,126,Services,Stage - 5,1000
53414280,6-6KIT855,Phase - 6: Maintain appropriate financial leverage,124,Project,Stage - 3,2000
535128281,7-O5CR729,Phase - 5: Ensure favorable bond ratings,113,Services,Stage - 3,1000
536114282,8-SDOB898,Phase - 6: Balance the budget,134,Project,Stage - 2,1000
536173282,5-3DPO790,Phase - 6: Ensure financial sustainability,112,Services,Stage - 5,1000
536179282,6-Q2V3958,Phase - 2: Maintain profitability,132,Project,Stage - 4,1000
537159283,6-TJG5573,Phase - 4: Diversify and grow revenue streams,130,Services,Stage - 2,10000
539169285,9-6G6F954,Phase - 5: Best value for the cost,120,Support,Stage - 5,500
54112287,6-QNO2860,Phase - 7: Broad product offering,106,Labour,Stage - 0,1500
541139287,8-UWGY951,Phase - 5: Reliable products/services,134,Project,Stage - 1,20475.0205
542125288,7-UWGY753,Phase - 6: Cross-sell more products,121,Labour,Stage - 0,6825.0068
543138289,9-ELES840,Phase - 2: Increase share of market,125,Project,Stage - 2,1000
543142289,8-IZBV824,Phase - 2: Increase share of wallet,94,Services,Stage - 3,1000
546156292,6-M5W6976,Phase - 2: Partner with customers to provide solutions,101,Labour,Stage - 3,1000
547132293,6-YNYX546,Phase - 5: Best service,118,Project,Stage - 2,1365.0014
547156293,7-BBU3675,Phase - 1: Understands my needs,99,Services,Stage - 0,1000
547171293,6-ZD5Q773,Phase - 2: Most innovative products/services,138,Project,Stage - 5,2000
548169294,6-EKZL816,Phase - 6: Differentiate the product,139,Services,Stage - 0,15000
549154295,6-JJPM772,Phase - 6: Invest a certain amount in innovation,119,Support,Stage - 4,1365.0014
550146296,7-GJAT657,Phase - 4: Grow percentage of sales from new products,96,Labour,Stage - 2,1365.0014
551114297,9-4YKO614,Phase - 5: Improve or focus research and development (R&D),138,Project,Stage - 3,1365.0014
551122297,6-4YKO668,Phase - 1: Acquire new customers from innovative offerings,117,Project,Stage - 5,1365.0014
55114297,7-NS2R944,Phase - 4: Great customer service,99,Services,Stage - 1,682.5007
552111298,7-NS2R795,Phase - 6: Improve customer service,110,Project,Stage - 3,1365.0014
552158298,7-GDRF982,Phase - 2: Invest in customer management,139,Services,Stage - 5,1365.0014
552169298,7-Q6HR859,Phase - 6: Partner with customers to design solutions,134,Project,Stage - 5,1000
554126300,5-NVVE692,Phase - 4: Improve customer satisfaction,125,Services,Stage - 2,1000
55415300,8-ZRCF548,Phase - 4: Improve customer retention,119,Project,Stage - 2,682.5007
554169300,7-ZRCF802,Phase - 1: Develop and use a customer database,103,Services,Stage - 4,546.0005
555163301,9-QOIK984,Phase - 2: Reduce cost by a certain amount annually,114,Support,Stage - 1,682.5007
555171301,8-QOIK999,Phase - 4: Reduce waste by a certain amount,109,Labour,Stage - 0,682.5007
556148302,6-M7LN729,Phase - 4: Invest in Total Quality Management,137,Project,Stage - 1,1000
556171302,7-BYL2568,Phase - 3: Reduce error rates,139,Labour,Stage - 2,1365.0014
55712303,6-3CZR924,Phase - 5: Improve and maintain workplace safety,126,Project,Stage - 5,1365.0014
557169303,8-ESUL994,Phase - 3: Reduce energy usage per unit of production,104,Services,Stage - 4,1365.0014
559126305,8-3NEQ911,Phase - 6: Capitalize on physical facilities,95,Labour,Stage - 2,2000
560117306,7-7JNC614,Phase - 3: Streamline core business processes,132,Project,Stage - 1,1365.0014
560169306,5-4FLL649,Phase - 3: Increase reliability of operations,115,Services,Stage - 1,1365.0014
561121307,9-OLCI907,Phase - 7: Ensure compliance,119,Project,Stage - 3,1000
561148307,5-BOEX606,Phase - 2: Increase recycling,105,Services,Stage - 5,1365.0014
56313309,9-UNQL547,Phase - 5: Improve reporting and transparency,111,Support,Stage - 0,1000
563141309,7-ALDA894,Phase - 4: Increase community outreach,116,Labour,Stage - 0,2047.502
565143311,6-5WXE601,Phase - 1: Optimize control framework,113,Project,Stage - 5,2730.0027
565169311,8-5TQF828,Phase - 3: Improve technical and analytical skills,102,Project,Stage - 1,1000
566169312,5-PTP7723,Phase - 7: Improve a certain skill,102,Services,Stage - 3,1365.0014
567133313,5-5535595,Phase - 4: Create a performance-focused culture,117,Project,Stage - 4,1000
568134314,5-OGJV815,Phase - 4: Improve productivity with cross-functional teams,122,Project,Stage - 2,500
568158314,6-YEAQ852,Phase - 3: Invest in tools to make staff more productive,133,Project,Stage - 2,1365.0014
569158315,5-CZRT882,Phase - 2: Improve employee retention,132,Services,Stage - 4,6825.0068
569165315,9-CZRT795,Phase - 3: Attract and retain the best people,95,Project,Stage - 4,6825.0068
569172315,5-VYOY666,Phase - 2: Build high-performing teams,117,Services,Stage - 1,16380.0164
570141316,9-VYOY923,Phase - 6: Maintain alignment across the organization,125,Project,Stage - 5,10920.0109
570169316,5-3H3O601,Phase - 2: Develop leadership abilities and potential of the team,101,Services,Stage - 2,500
572169318,6-3H3O756,Phase - 1: Grow shareholder value,99,Project,Stage - 2,500
573114319,9-7PKW990,Phase - 1: Grow earnings per share,103,Services,Stage - 1,1000
574117320,8-RDYY988,Phase - 6: Increase revenue,129,Support,Stage - 2,1000
57513321,8-OGVA567,Phase - 3: Manage cost,130,Labour,Stage - 0,1000
575143321,5-7OT2992,Phase - 2: Maintain appropriate financial leverage,116,Project,Stage - 0,5460.0055
576145322,5-XKG6941,Phase - 7: Ensure favorable bond ratings,128,Labour,Stage - 3,3000
57715323,7-4TWO898,Phase - 5: Balance the budget,120,Project,Stage - 1,10000
577168323,7-LRHH582,Phase - 4: Ensure financial sustainability,131,Services,Stage - 4,1500
577176323,6-LUMP723,Phase - 3: Maintain profitability,93,Labour,Stage - 4,5000
578121324,9-XMRE640,Phase - 3: Diversify and grow revenue streams,103,Project,Stage - 2,2047.502
580154326,7-2AVX803,Phase - 5: Best value for the cost,113,Services,Stage - 2,2047.502
58111327,6-6NE7960,Phase - 1: Broad product offering,108,Project,Stage - 4,30000
582126328,6-3U4J649,Phase - 7: Reliable products/services,109,Services,Stage - 2,1000
582128328,8-R3RO890,Phase - 1: Cross-sell more products,138,Support,Stage - 1,6825.0068
582147328,9-ZWOZ809,Phase - 1: Increase share of market,102,Labour,Stage - 4,4095.0041
583114329,7-ZWOZ894,Phase - 4: Increase share of wallet,131,Project,Stage - 2,13650.0137
583134329,7-YC3D996,Phase - 7: Partner with customers to provide solutions,112,Project,Stage - 1,2500
584172330,8-24FW643,Phase - 1: Best service,132,Services,Stage - 2,5460.0055
585114331,6-7EYN611,Phase - 4: Understands my needs,124,Project,Stage - 2,1638.0016
585128331,7-FRCO687,Phase - 1: Most innovative products/services,114,Services,Stage - 4,500
585169331,7-GHIM732,Phase - 6: Differentiate the product,107,Support,Stage - 0,500
58611332,8-LFYT810,Phase - 6: Invest a certain amount in innovation,121,Labour,Stage - 1,1000
588139334,5-TRUV757,Phase - 2: Grow percentage of sales from new products,121,Project,Stage - 3,1000
58911335,7-D7QD755,Phase - 5: Improve or focus research and development (R&D),110,Services,Stage - 5,1365.0014
589153335,6-V6NV779,Phase - 1: Acquire new customers from innovative offerings,116,Support,Stage - 1,1365.0014
589159335,9-V47N834,Phase - 5: Great customer service,93,Labour,Stage - 4,1365.0014
590126336,9-6KGR946,Phase - 7: Improve customer service,111,Project,Stage - 4,1000
591126337,6-NPJA817,Phase - 4: Invest in customer management,129,Services,Stage - 1,4095.0041
592127338,9-NPJA741,Phase - 2: Partner with customers to design solutions,104,Support,Stage - 5,6825.0068
593112339,9-2XCH692,Phase - 4: Improve customer satisfaction,136,Labour,Stage - 2,1000
596112342,6-T2I3712,Phase - 3: Improve customer retention,140,Project,Stage - 5,136.5001
596145342,7-I6XS943,Phase - 2: Develop and use a customer database,132,Labour,Stage - 4,0
598169344,6-I6XS686,Phase - 3: Reduce cost by a certain amount annually,101,Project,Stage - 0,0
599123345,9-435T879,Phase - 4: Reduce waste by a certain amount,106,Services,Stage - 3,1365.0014
599128345,6-435T758,Phase - 3: Invest in Total Quality Management,102,Labour,Stage - 1,0
599149345,9-BIF3895,Phase - 3: Reduce error rates,119,Project,Stage - 3,682.5007
601114347,7-LVDD783,Phase - 4: Improve and maintain workplace safety,121,Services,Stage - 5,1000
601126347,5-6LGR757,Phase - 1: Reduce energy usage per unit of production,101,Project,Stage - 1,0
602169348,9-6LGR818,Phase - 5: Capitalize on physical facilities,124,Services,Stage - 3,500
602173348,7-FHTH743,Phase - 6: Streamline core business processes,112,Support,Stage - 2,500
603123349,7-WKGD733,Phase - 5: Increase reliability of operations,133,Labour,Stage - 5,2238.6022
604119350,6-LLUL899,Phase - 7: Ensure compliance,112,Project,Stage - 4,4095.0041
606163352,5-EKXS547,Phase - 5: Increase recycling,104,Project,Stage - 2,6142.5061
606167352,8-6FUO624,Phase - 3: Improve reporting and transparency,106,Services,Stage - 0,3500
607121353,6-ZCXC677,Phase - 2: Increase community outreach,138,Project,Stage - 2,1000
608116354,6-5XHX998,Phase - 5: Optimize control framework,101,Services,Stage - 1,1000
609153355,5-CLPO661,Phase - 5: Improve technical and analytical skills,93,Project,Stage - 3,2000
610111356,7-P3UF667,Phase - 5: Improve a certain skill,125,Services,Stage - 4,1500
61114357,5-P3UF905,Phase - 4: Create a performance-focused culture,138,Project,Stage - 2,2000
612116358,6-2DZI603,Phase - 2: Improve productivity with cross-functional teams,119,Services,Stage - 5,3000
612143358,9-YCUN588,Phase - 4: Invest in tools to make staff more productive,126,Services,Stage - 0,1000
613119359,9-GB6Z930,Phase - 4: Improve employee retention,134,Support,Stage - 0,1000
613179359,6-NCA2764,Phase - 1: Attract and retain the best people,114,Labour,Stage - 3,5460.0055
61414360,5-YZFM908,Phase - 4: Build high-performing teams,118,Project,Stage - 3,1365.0014
614144360,7-YZFM999,Phase - 2: Maintain alignment across the organization,127,Services,Stage - 2,4095.0041
614146360,7-LNRX832,Phase - 4: Develop leadership abilities and potential of the team,100,Support,Stage - 0,1000
614169360,6-YN3I811,Phase - 1: Grow shareholder value,135,Labour,Stage - 1,2000
615115361,6-F3M3624,Phase - 7: Grow earnings per share,120,Project,Stage - 3,1000
615147361,8-GK4X845,Phase - 6: Increase revenue,120,Services,Stage - 3,20000
616143362,7-GK4X950,Phase - 2: Manage cost,98,Support,Stage - 5,11300
617161363,6-3A25782,Phase - 1: Maintain appropriate financial leverage,100,Labour,Stage - 0,1365.0014
619152365,5-3A25692,Phase - 1: Ensure favorable bond ratings,133,Project,Stage - 3,6825.0068
61917365,9-4NJE722,Phase - 4: Balance the budget,98,Labour,Stage - 2,682.5007
620117366,9-4NJE784,Phase - 5: Ensure financial sustainability,118,Project,Stage - 3,682.5007
62213368,9-4T7Z834,Phase - 2: Maintain profitability,135,Services,Stage - 1,1365.0014
622152368,8-F2WI712,Phase - 6: Diversify and grow revenue streams,107,Labour,Stage - 3,50000
62311369,9-JPGU886,Phase - 2: Best value for the cost,101,Project,Stage - 0,2000
623165369,7-Q7BT873,Phase - 1: Broad product offering,110,Services,Stage - 2,5000
624111370,9-Q7BT709,Phase - 3: Reliable products/services,94,Project,Stage - 5,5000
624148370,6-PRB3581,Phase - 7: Cross-sell more products,96,Services,Stage - 4,500
